Restaurant: 1-Jaskan Grilli, address: Dagmarinkatu -, 00100 Helsinki
Restaurant: Quick Wok, address: Aleksis Kiven katu 12, 00500 Helsinki
Restaurant: Qulma, address: Mariankatu 13 B, 00170 Helsinki
Restaurant: Raffaello, address: Aleksanterinkatu 46, 00100 Helsinki
Restaurant: Rafla, address: Uudenmaankatu 9, 00120 Helsinki
Restaurant: Ramona, address: Vanha Talvitie 10, 00580 Helsinki
Restaurant: Ranta-Aura, address: Vilhonvuorenkatu 12 B, 00580 Helsinki
Restaurant: Rastila Express, address: Meri-Rastilan tie 4, 00980 Helsinki
Restaurant: Rastila Pizzeria, address: Meri-Rastilantie 4, 08980 Helsinki
Restaurant: Rastilan Kartano, address: Karavaanikatu 4, 00980 Helsinki
Restaurant: Rastilan Pizza Kebab, address: Vuotie 3, 00980 Helsinki
Restaurant: Ravintola 91.1 Kumpulantie, address: Kumpulantie 7, 00520 Helsinki
Restaurant: Ravintola 91.1 Pulttitie, address: Pulttitie 1, 00880 Helsinki
Restaurant: Ravintola Aino, address: Pohjoisesplanadi 21, 00100 Helsinki
Restaurant: Ravintola Aito, address: Museokatu 29, 00100 Helsinki
Restaurant: Ravintola Alia, address: Mustikkamaankuja 1, 00570 Helsinki
Restaurant: Ravintola Amarin, address: Insinöörinkatu 2, 00880 Helsinki
Restaurant: Ravintola Arabianranta, address: Hämeentie 135 A, 00560 Helsinki
Restaurant: Ravintola Arthur, address: Vuorikatu 19, 00100 Helsinki
Restaurant: Ravintola Aurinko, address: Yrttimaantie 26, 00730 Helsinki
Restaurant: Ravintola AVA, address: Valimotie 2, 00380 Helsinki
Restaurant: Ravintola Aviin, address: Lehtisaarentie 1, 00340 Helsinki
Restaurant: Ravintola Baran, address: Hollantilaisentie 32, 00330 Helsinki
Restaurant: Ravintola Barts, address: Pakilantie 11, 00630 Helsinki
Restaurant: Ravintola Blancco (Pasila), address: Ratamestarinkatu 6, 00520 Helsinki
Restaurant: Ravintola Chau Chau, address: Koulumestarintie 15, 00680 Helsinki
Restaurant: Ravintola China, address: Annankatu 25, 00100 Helsinki
Restaurant: Ravintola ChinaKitchen, address: Näyttelijäntie 14, 00400 Helsinki
Restaurant: Ravintola Dacca, address: Itämerenkatu 16, 00180 Helsinki
Restaurant: Ravintola Deli Chef, address: Kurjenkellonkuja 1 e 44, 00940 Helsinki
Restaurant: Ravintola Eliel, address: Rautatieasema Asema-aukio, 00100 Helsinki
Restaurant: Ravintola Erätupa, address: Hiihtomäentie 38, 00800 Helsinki
Restaurant: Ravintola Family, address: Unioninkatu 39, 00900 Helsinki
Restaurant: Ravintola Fond, address: Munkkiniemen puistotie 25, 6.krs, 00330 Helsinki
Restaurant: Ravintola Fregatti, address: Valkopaadentie 1, 00980 Helsinki
Restaurant: Ravintola Gatehouse, address: Komentosilta 1, 00980 Helsinki
Restaurant: Ravintola Gazal, address: Sörnäisten rantatie 10, 00530 Helsinki
Restaurant: Ravintola Guang Dong, address: Neitsytpolku 10, 00140 Helsinki
Restaurant: Ravintola Gurans, address: Mannerheimintie 168B, 00300 Helsinki
Restaurant: Ravintola Gurkha, address: Hiihtäjantie 1, 00810 Helsinki
Restaurant: Ravintola Haaga Inn, address: Nuijamiestentie 10, 00320 Helsinki
Restaurant: Ravintola Hao Shi, address: Karvaamokuja 4, 00380 Helsinki
Restaurant: Ravintola Havanna, address: Kaisaniemenkatu 2, 00100 Helsinki
Restaurant: Ravintola Hong Kong, address: Sallinkatu 3, 00260 Helsinki
Restaurant: Ravintola Höyrypannu, address: Vilhonkatu 13, 00101 Helsinki
Restaurant: Ravintola Ida, address: Ida Aalbergin tie 1, 00400 Helsinki
Restaurant: Ravintola Ilma, address: Karjalankatu 2 A 3, 00520 Helsinki
Restaurant: Ravintola Ilo, address: Konalankuja 1-3, 00390 Helsinki
Restaurant: Ravintola Ilves, address: Urho Kekkosen katu 4-6 D, 00100 Helsinki
Restaurant: Ravintola Jun Tara, address: Fredrikinkatu 47, 00100 Helsinki
Restaurant: Ravintola Ka-Shing, address: Lauttasaarentie 14, 00200 Helsinki
Restaurant: Ravintola Kadetti, address: Hollantilaisentie 11, 00330 Helsinki
Restaurant: Ravintola Kaisaniemi, address: Kaisaniementie 6, 00100 Helsinki
Restaurant: Ravintola Karelia, address: Käpylänkuja 1, 00610 Helsinki
Restaurant: Ravintola Katajanmarja, address: Linnakatu 9, 00160 Helsinki
Restaurant: Ravintola Katsomo, address: Kasarmikatu 46-48, 00130 Helsinki
Restaurant: Ravintola Kaunis Kampela, address: Lauttasaarentie 10, 00200 Helsinki
Restaurant: Ravintola Kokkipojat, address: Nuijamiestentie 5, 00400 Helsinki
Restaurant: Ravintola Kolo, address: Fredrikinkatu 37, 00120 Helsinki
Restaurant: Ravintola Konnichiwa, address: Pohjoinen Rautatiekatu 21, 00100 Helsinki
Restaurant: Ravintola Kontulan Kaari, address: Kontulankaari 1 a 46, 00940 Helsinki
Restaurant: Ravintola Kulttuuritalo, address: Sturenkatu 4, 00510 Helsinki
Restaurant: Ravintola Kuntakallio, address: Toinen Linja 14, 00530 Helsinki
Restaurant: Ravintola Kustaa Vaasa, address: Vaasankatu 10, 00500 Helsinki
Restaurant: Ravintola Laila, address: Karhulantie 13, 00910 Helsinki
Restaurant: Ravintola Lasipalatsi, address: Mannerheimintie 22—24, 00100 Helsinki
Restaurant: Ravintola Laulumiehet, address: Hietaniemenkatu 2, 00100 Helsinki
Restaurant: Ravintola Leijona, address: Helsinginkatu 2, 00500 Helsinki
Restaurant: Ravintola Loimu, address: Mekaanikonkatu 7 C, 00880 Helsinki
Restaurant: Ravintola Loiste, address: Kaivokatu 3 A, 00100 Helsinki
Restaurant: Ravintola Long River, address: Isokaari 44, 00200 Helsinki
Restaurant: Ravintola Lusikka, address: Lapinlahdenkatu 9, 00180 Helsinki
Restaurant: Ravintola Lämpö, address: Kaasutehtaankatu 1, 00540 Helsinki
Restaurant: Ravintola Maininki, address: Kallvikintie 44, 00980 Helsinki
Restaurant: Ravintola Malmin Paratiisi, address: Hietakummuntie 16 a, 00700 Helsinki
Restaurant: Ravintola Meche, address: Mechelinikatu 13, 00100 Helsinki
Restaurant: Ravintola Mercur, address: Ruusulankatu 3-5, 00260 Helsinki
Restaurant: Ravintola Merelle, address: Eerikinkatu 2, 00100 Helsinki
Restaurant: Ravintola Meritorppa, address: Kalastajatorpantie 1, 00330 Helsinki
Restaurant: Ravintola Meritähti, address: Itämerenkatu 14 A 8, 00180 Helsinki
Restaurant: Ravintola Mero Nepal, address: Kutomotie 6 A, 00380 Helsinki
Restaurant: Ravintola Mex-Ital, address: Mannerheimintie 53, 00250 Helsinki
Restaurant: Ravintola Miami, address: Yrttimaantie 26, 00740 Helsinki
Restaurant: Ravintola Mr. Lau, address: Vihdintie 3-5, 00320 Helsinki
Restaurant: Ravintola Musta Hevonen, address: Vanha Viertotie 18, 00350 Helsinki
Restaurant: Ravintola Mäkikupla, address: Torkkelinkatu 2, 00500 Helsinki
Restaurant: Ravintola n:o 11, address: Pihlajatie 34, 00270 Helsinki
Restaurant: Ravintola Naab, address: kauppakartanonkatu 7 A 19, 00930 Helsinki
Restaurant: Ravintola Nan Hai, address: Huopalahdentie 13, 00330 Helsinki
Restaurant: Ravintola Nelmanni, address: Ratapihantie 6, 00520 Helsinki
Restaurant: Ravintola Newlight, address: Kaivonkatsojantie 8, 00980 Helsinki
Restaurant: Ravintola Nilgiri, address: Kulmavuorenkatu 4, 00500 Helsinki
Restaurant: Ravintola Oiva, address: Porthaninkatu 5, 00530 Helsinki
Restaurant: Ravintola Old Sophie, address: Koskelantie 9, 00610 Helsinki
Restaurant: Ravintola Pacius, address: Paciuksenkaari 14, 00270 Helsinki
Restaurant: Ravintola Palace, address: Eteläranta 10, 00130 Helsinki
Restaurant: Ravintola Peach Garden, address: Hiihtäjäntie 1 B18, 00810 Helsinki
Restaurant: Ravintola Perho, address: Mechelininkatu 7, 00100 Helsinki
Restaurant: Ravintola Persilja, address: Tallbergin Puistotie 1, 00200 Helsinki
Restaurant: Ravintola Pianissimo, address: Vattuniemenkatu 23, 00210 Helsinki
Restaurant: Ravintola Piano1, address: Karhusuontie 75, 00780 Helsinki
Restaurant: Ravintola Pihlajasaari, address: Pihlajasaari, 00150 Helsinki
Restaurant: Ravintola Pintos, address: Lönnrotinkatu 41, 00180 Helsinki
Restaurant: Ravintola Pippuri, address: Huovitie 8, 00400 Helsinki
Restaurant: Ravintola Pirate, address: Vattuniemenranta 5, 00210 Helsinki
Restaurant: Ravintola Pizzeria Joksu, address: Kurkimäentie 17, 00940 Helsinki
Restaurant: Ravintola Poiju, address: Jaalaranta 5, 00180 Helsinki
Restaurant: Ravintola Pompei, address: Snelmanninkatu 16, 00170 Helsinki
Restaurant: Ravintola Pompier, address: Albertinkatu 29, 00180 Helsinki
Restaurant: Ravintola Port, address: Rahtarinkatu 1, 00980 Helsinki
Restaurant: Ravintola Postres, address: Eteläesplanadi 8, 00130 Helsinki
Restaurant: Ravintola Primula, address: Laivurinkatu 10, 00150 Helsinki
Restaurant: Ravintola Pub Daire, address: Koroistentie 8, 00280 Helsinki
Restaurant: Ravintola Puisto, address: Pohjolankatu 38, 00610 Helsinki
Restaurant: Ravintola Puro, address: Malminrinne 6 E, 8. krs, 00100 Helsinki
Restaurant: Ravintola Pyysaari, address: Henrik Borgströmin polku 3, 00590 Helsinki
Restaurant: Ravintola Pääposti, address: Mannerheiminaukio 1 B, 00100 Helsinki
Restaurant: Ravintola Ratakivi, address: Ratapihantie 11, 00520 Helsinki
Restaurant: Ravintola Rixi Baari, address: Isokaari 24, 00200 Helsinki -
Restaurant: Ravintola Rumpu, address: Klaneettitie 10, 00420 Helsinki
Restaurant: Ravintola Ruokasali, address: Mechelininkatu 1a, 00180 Helsinki
Restaurant: Ravintola Saaga, address: Bulevardi 34, 00120 Helsinki
Restaurant: Ravintola Saaristo, address: Klippan, 00140 Helsinki
Restaurant: Ravintola Saba, address: Hämeentie 7, 00530 Helsinki
Restaurant: Ravintola Salpimienta, address: Fleminginkatu 7, 00530 Helsinki
Restaurant: Ravintola Santa Fe, address: Aleksanterinkatu 15, 00100 Helsinki
Restaurant: Ravintola Saslik, address: Neitsytpolku 12, 00140 Helsinki
Restaurant: Ravintola Savotta, address: Aleksanterinkatu 22, 00100 Helsinki
Restaurant: Ravintola Savu, address: Tervasaarenkannas 3, 00170 Helsinki
Restaurant: Ravintola Say Delicious, address: Kolmas linja 18, 00530 Helsinki
Restaurant: Ravintola Service Center, address: Satamakaari 35c, 00980 Helsinki
Restaurant: Ravintola Seurasaari, address: Seurasaari, 00250 Helsinki
Restaurant: Ravintola Sharmilas, address: Itämerenkatu 14, 00180 Helsinki
Restaurant: Ravintola Simonkatu, address: Simonkatu 9, 00100 Helsinki
Restaurant: Ravintola Sipuli, address: Kanavaranta 7, 00160 Helsinki
Restaurant: Ravintola Solna, address: Solnantie 26, 00330 Helsinki
Restaurant: Ravintola St. Patrick's, address: Itälahdenkatu 22 B, 00210 Helsinki
Restaurant: Ravintola Stansvik, address: Stansvikintie 1, 00590 Helsinki
Restaurant: Ravintola Strindberg, address: Pohjoisesplanadi 33, 00100 Helsinki
Restaurant: Ravintola Sturenkatu 21, address: Sturenkatu 21, 00510 Helsinki
Restaurant: Ravintola Sunn, address: Aleksanterinkatu 26, 00170 Helsinki
Restaurant: Ravintola Suomenlinnan Panimo, address: Suomenlinna C 1, 00190 Helsinki
Restaurant: Ravintola Svenska Klubben, address: Maurinkatu 6, 00170 Helsinki
Restaurant: Ravintola Särkänlinna, address: Särkänsaari, 00130 Helsinki
Restaurant: Ravintola Talentti, address: Valimotie 8, 00380 Helsinki
Restaurant: Ravintola Talin kartano, address: Talin Puistotie, 00350 Helsinki
Restaurant: Ravintola Taz, address: Aleksis Kiven katu 40, 00510 Helsinki
Restaurant: Ravintola Teatteri, address: Pohjoisesplanadi 2, 00130 Helsinki
Restaurant: Ravintola Telli, address: Porkkalankatu 1, 00180 Helsinki
Restaurant: Ravintola Tenkka, address: Helsinginkatu 15, 00500 Helsinki
Restaurant: Ravintola Thai Hut, address: Vilhonvuorenkatu 5, 00500 Helsinki
Restaurant: Ravintola Thai-China, address: Melkonkatu 28, 00210 Helsinki
Restaurant: Ravintola Thalassa, address: Neitojenranta 2, 00810 Helsinki
Restaurant: Ravintola Tikka Palace, address: Kontulankaari 1 a 3, 00940 Helsinki
Restaurant: Ravintola Tilkanranta, address: Tilkankatu 6, 00300 Helsinki
Restaurant: Ravintola Tokyo55, address: Runeberginkatu 55, 00260 Helsinki
Restaurant: Ravintola Tori, address: Punavuorenkatu 2, 00120 Helsinki
Restaurant: Ravintola Tähti, address: Niemenmäentie 2 M 5, 00350 Helsinki
Restaurant: Ravintola Täysikuu, address: Huovitie 3, 00400 Helsinki
Restaurant: Ravintola Ukko Munkki, address: Laajalahdentie 19, 00330 Helsinki
Restaurant: Ravintola Uunisaari, address: Uunisaari, 00000 Helsinki
Restaurant: Ravintola Vaahtera, address: Kyttäläntie 3, 00390 Helsinki
Restaurant: Ravintola Valkka / Teollisuuskatu 21, address: Töysänkatu 1, 00510 Helsinki
Restaurant: Ravintola Vanha Mylly, address: Linnanrakentajantie 12, 00810 Helsinki
Restaurant: Ravintola Variantti, address: Valimotie 8, 00380 Helsinki
Restaurant: Ravintola Vaunu, address: Ratapihantie 9, 00520 Helsinki
Restaurant: Ravintola Viikin Kartano, address: Viikinkaari 8, 00790 Helsinki
Restaurant: Ravintola Vuosaaren Pizzapalvelu, address: Vuotie 3, 00980 Helsinki
Restaurant: Ravintola Väentupa, address: Olavinkatu 1, 00100 Helsinki
Restaurant: Ravintola Wanha Herra, address: Itälahdenkatu 7, 00210 Helsinki
Restaurant: Ravintola Wanha Munkki, address: Hollantilaisentie 32, 00330 Helsinki
Restaurant: Ravintola Wenla, address: Keinulaudankuja 4, 00940 Helsinki
Restaurant: Ravintola White Lady, address: Mannerheimintie 93, 00270 Helsinki
Restaurant: Ravintola Willihanhi, address: Puustellinpolku 8, 00410 Helsinki
Restaurant: Ravintola Windsor, address: Maistraatinportti 4, 00240 Helsinki
Restaurant: Ravintolalaiva Wäiski, address: Hakaniemenranta 11, 00530 Helsinki
Restaurant: Red Lion, address: Piianpolku 1, 00410 Helsinki
Restaurant: Reissumies, address: Koulutanhua 6, 00840 Helsinki
Restaurant: Restaurang Prakticum, address: Jan-Magnus Janssonin Aukio 5, 00550 Helsinki
Restaurant: Restaurant & Bar Valantina, address: Turunlinnantie 6, 00930 Helsinki
Restaurant: Restaurant Ask, address: Vironkatu 8, 00170 Helsinki
Restaurant: Restaurant Boathouse HSS, address: Liuskasaari, 00140 Helsinki
Restaurant: Restaurant Jufu Herttoniemi, address: Laivalahdenkatu 8, 00880 Helsinki
Restaurant: Restaurant Lime Tree, address: Sandelsinkatu 2, 00260 Helsinki
Restaurant: Restaurant Maithai, address: Annankatu 31-33, 00100 Helsinki
Restaurant: Restaurant Pörssi, address: Fabianinkatu 14, 00100 Helsinki
Restaurant: Revontuli, address: Kajaaninlinnantie 4, 00900 Helsinki
Restaurant: Rice Garden, address: Siltasaarenkatu 12, 00530 Helsinki
Restaurant: Ricoplaza Take Away, address: Asematunneli, Kompassitaso, 00100 Helsinki
Restaurant: Ristorante & Vinoteca Como Helsinki, address: Simonkatu 8, Forum 2krs, 00100 Helsinki
Restaurant: Ristorante Centro, address: Tulisuontie 1, 00820 Helsinki
Restaurant: Ristorante Dei Piselli, address: Hernesaarenkatu 17, 00150 Helsinki
Restaurant: Ristorante Della Atena Kannelmäki, address: Klaneettitie 12 A 10, 00420 Helsinki
Restaurant: Ristorante Il Siciliano, address: Aleksanterinkatu 36, 00100 Helsinki
Restaurant: Ristorante Italo, address: Mannerheimintie 20, 00100 Helsinki
Restaurant: Ristorante Momento, address: Kauppakeskus Itis, 00930 Helsinki
Restaurant: Ristorante Monte Etna, address: Hämeentie 31, 00500 Helsinki
Restaurant: Ristorante Pizzeria Villetta, address: Ruusulankatu 8, 00260 Helsinki
Restaurant: Ristorante Supremo, address: Mannerheimintie 63, 00250 Helsinki
Restaurant: Ristorante Zio Pepe, address: Lapinlahdenkatu 25, 00100 Helsinki
Restaurant: Rivoli, address: Albertinkatu 38, 00180 Helsinki
Restaurant: Roban Pizza, address: Iso Roobertinkatu 19, 00120 Helsinki
Restaurant: Robert's Coffee Arabia, address: Hämeentie 109-111, 00550 Helsinki
Restaurant: Robert's Coffee Aurinkolahti, address: Aurinkoranta, 00990 Helsinki
Restaurant: Robert's Coffee City-Käytävä, address: Aleksanterinkatu 21, 00100 Helsinki
Restaurant: Robert's Coffee Espressobar, address: Aleksanterinkatu 52, 00100 Helsinki
Restaurant: Robert's Coffee Forum Lasikulma, address: Mannerheimintie 20 B, 00100 Helsinki
Restaurant: Robert's Coffee Kaisaniemi, address: Kaisaniemenkatu 3, 00100 Helsinki
Restaurant: Robert's Coffee Kluuvi, address: Kluuvikatu 7, 00100 Helsinki
Restaurant: Robert's Coffee Marina, address: Kanavaranta, 00160 Helsinki
Restaurant: Robert's Coffee Netcup, address: Aleksanterinkatu 52, 00100 Helsinki
Restaurant: Robert's Coffee Olympiaterminaali, address: Olympiaranta 1, 00140 Helsinki
Restaurant: Robert's Coffee Pasilan asema, address: Ratapihantie 6, 00520 Helsinki
Restaurant: Robert's Coffee Rautatieasema, address: Rautatieasema _, 00100 Helsinki
Restaurant: Robert's Coffee Töölöntori, address: Töölöntori, 00260 Helsinki
Restaurant: Robert's Coffee Wanha Kauppahalli, address: Eteläranta _, 00130 Helsinki
Restaurant: Roda Express, address: Ajomiehentie 1, 00390 Helsinki
Restaurant: Rodolfo, address: Kirkkokatu 5, 00170 Helsinki
Restaurant: Rodos Itäkeskus, address: Itäkeskus kauppakeskus 2.krs, 00930 Helsinki
Restaurant: Rolls Express Itäväylä, address: Linnavuorentie 30, 00950 Helsinki
Restaurant: Rolls Express Munkkivuori, address: Huopalahdentie 22, 00350 Helsinki
Restaurant: Romano, address: Läntinen Brahenkatu 4 A, 00510 Helsinki
Restaurant: Rose Way, address: Ruusutarhantie 5, 00300 Helsinki
Restaurant: Roslund, Hietalahden kauppahalli, address: Hietalahden kauppahalli, 00180 Helsinki
Restaurant: Rosso Citykäytävä, address: Keskuskatu 6, 00100 Helsinki
Restaurant: Rosso Express (Itäkeskus), address: Vanhanlinnantie 1, 00900 Helsinki
Restaurant: Rosso Ympyrätalo, address: Siltasaarenkatu 18-20, 00530 Helsinki
Restaurant: Royal at Crowne Plaza, address: Mannerheimintie 50, 00260 Helsinki
Restaurant: Royal Palace, address: Turunlinnantie 4-6, 00930 Helsinki
Restaurant: Royal Pokhara, address: Aurinkoranta 8, 00900 Helsinki
Restaurant: Ruiskumestari, address: Roihuvuorentie 10, 00820 Helsinki
Restaurant: Rulla, address: Yrjönkatu 30, 00100 Helsinki
Restaurant: Runebergin Pizza Kebab, address: Runeberginkatu 50, 00260 Helsinki
Restaurant: Ruoka-aika, address: Kirkonkyläntie 7, 00780 Helsinki
Restaurant: Ryan Thai Vuorikatu, address: Vuorikatu 18 (2.kerros), 00100 Helsinki
Restaurant: Rymy-Eetu, address: Erottajankatu 15-17, 00100 Helsinki
Restaurant: Sagun Nepal, address: Kontulankaari 1, 00940 Helsinki
Restaurant: Sailor's, address: Laivalahdenkaari 29, 00810 Helsinki
Restaurant: Sakura Ruoka, address: Hämeentie 64, 00500 Helsinki
Restaurant: Sakura Sushi, address: Albertinkatu 12, 00150 Helsinki
Restaurant: Salaattibaari Freesi, address: Fenniapasaasi, 00100 Helsinki
Restaurant: Salt & Pepper, address: Fredrikinkatu 30, 00120 Helsinki
Restaurant: Salutorget, address: Pohjoisesplanadi 15, 00170 Helsinki
Restaurant: Salve, address: Hietalahdenranta 11, 00180 Helsinki
Restaurant: Samrat, address: Eteläesplanadi 22, 00130 Helsinki
Restaurant: Sandlådan, address: Rikhardinkatu 4, 00130 Helsinki
Restaurant: Sandro, address: Kolmas linja 17, 00530 Helsinki
Restaurant: Sanna Engström Tmi, address: Hakaniemen torikatu, 00530 Helsinki
Restaurant: Sarjakuvakeskus, address: Hämeentie 150, 00560 Helsinki
Restaurant: Sasso, address: Pohjoisesplanadi 17, 00170 Helsinki
Restaurant: Satkar, address: Fredrikinkatu 46, 00100 Helsinki
Restaurant: Satkar Aalto, address: Alvar Aallon katu 3A, 00100 Helsinki
Restaurant: Savalan Pizza, address: Roihuvuorentie 28, 00820 Helsinki
Restaurant: Savor Vallila, address: Elimäenkatu 25-27, 00510 Helsinki
Restaurant: Savoy, address: Eteläesplanadi 14, 00130 Helsinki
Restaurant: ScanBurger Kamppi, address: Urho Kekkosenkatu 1, 00100 Helsinki
Restaurant: Schenker Taverna, address: Metsäläntie 2, 00620 Helsinki
Restaurant: Sea Horse, address: Kapteeninkatu 11, 00140 Helsinki
Restaurant: Seaside Garden, address: Sepänkatu 19, 00150 Helsinki
Restaurant: Seitsemän veljestä, address: Aleksis Kiven katu 80, 00520 Helsinki
Restaurant: Sen Chay, address: siltasaarenkatu 3-5, 00530 Helsinki
Restaurant: Sevilla Pasila, address: Maistraatinportti 3, 00240 Helsinki
Restaurant: Sevilla Presidentti, address: Eteläinen Rautatiekatu 4, 00100 Helsinki
Restaurant: Shanghai Kitchen, address: Lapinrinne 2, 00180 Helsinki
Restaurant: Shine, address: Tilkankatu 1, 00300 Helsinki
Restaurant: Shishkebab, address: Keinulaudankuja 4, 00940 Helsinki
Restaurant: Signora Delizia, address: Satamakatu 5, 00160 Helsinki
Restaurant: Siilinpesä, address: Siilitie 1, 00800 Helsinki
Restaurant: Silver Star Cafe Hartwall Areena, address: Areenakuja 1, 00240 Helsinki
Restaurant: Silvoplee, address: Toinen linja 7, 00530 Helsinki
Restaurant: Singapore Hot Wok, address: Kampin kauppakeskus, Urho Kekkosen katu 1, 00100 Helsinki
Restaurant: Sininen Baari, address: Arkadiankatu 21, 00100 Helsinki
Restaurant: Sinisen huvilan kahvila, address: Linnunlauluntie 11, 00530 Helsinki
Restaurant: Sir Eino, address: Eteläesplanadi 18, 00130 Helsinki
Restaurant: Sir Olavi Pikku Huopalahti, address: Korppaanmäentie 11, 00300 Helsinki
Restaurant: Sis. Deli Kalevankatu, address: Kalevankatu 4, 00100 Helsinki
Restaurant: Sis. Deli Ullanlinna, address: Korkeavuorenkatu 6, 00150 Helsinki
Restaurant: Sivukirjasto, address: Fleminginkatu 5, 00530 Helsinki
Restaurant: Sivuraide Kurvi, address: Hämeentie 54, 00500 Helsinki
Restaurant: Skiffer Erottaja, address: Erottajankatu 11, 00130 Helsinki
Restaurant: Skiffer Liuskaluoto, address: Liuskaluoto, 00140 Helsinki
Restaurant: Sky Express, address: Annankatu 31, 00100 Helsinki
Restaurant: Sling In bar + cafe, address: Mikonkatu 8, 00100 Helsinki
Restaurant: Smoothie & Coffee House, address: Pasilan asema, 00520 Helsinki
Restaurant: Snacky Pihlajisto, address: Pihlajistontie 2, 00710 Helsinki
Restaurant: Snacky Pukinmäki, address: Malminkaari 2a, 00720 Helsinki
Restaurant: SnadiStadi, address: Itämerenkatu 21, 00180 Helsinki
Restaurant: Snice Coffee Shop, address: Bulevardi 15, 00120 Helsinki
Restaurant: Social Food, address: Käpyläntie 6 b, 00610 Helsinki
Restaurant: Sodexo Arabianrannan portaali, Hestia, address: Arabianranta 6, 00560 Helsinki
Restaurant: Sodexo Atomitie 5, address: Atomitie 5, 00370 Helsinki
Restaurant: Sodexo Cafe Kansallismuseo, address: Mannerheimintie 34, 00100 Helsinki
Restaurant: Sodexo Carl August, address: Lautatarhankatu 6, 00580 Helsinki
Restaurant: Sodexo Eiran aikuislukio, address: Laivurinkatu 3, 00150 Helsinki
Restaurant: Sodexo Elisa Makumaisema, address: Kutomotie 18 B, 00380 Helsinki
Restaurant: Sodexo Erätauko, address: Radiokatu 20, 00240 Helsinki
Restaurant: Sodexo Heikkiläntie 7, address: Heikkiläntie 7, 00210 Helsinki
Restaurant: Sodexo Hermanni, address: Työpajankatu 7, 00580 Helsinki
Restaurant: Sodexo Hopeatie 2, address: Hopeatie 2, 00440 Helsinki
Restaurant: Sodexo Itämerenkatu 11-13, address: Itämerenkatu 11-13, 00180 Helsinki
Restaurant: Sodexo Itämerentalo, address: Tammasaarenlaituri 3, 00180 Helsinki
Restaurant: Sodexo Kumpulantie 5, address: Kumpulantie 5, 00520 Helsinki
Restaurant: Sodexo La Mer, address: John Stenbergin ranta 6, 00530 Helsinki
Restaurant: Sodexo Olympiastadion - Olympia Bistro, address: Olympiastadion, 00250 Helsinki
Restaurant: Sodexo Porkkalankatu 20, address: Porkkalankatu 20A, 00180 Helsinki
Restaurant: Sodexo Technopolis Ruoholahti, address: Hiilikatu 3, 00180 Helsinki
Restaurant: Soi Soi, address: Vaasankatu 9, 00500 Helsinki
Restaurant: Sokerileipuri Suominen - Kahvila ja Kakkupuoti, address: Helenankatu 2, 00170 Helsinki
Restaurant: Sokos Café, address: Mannerheimintie 9, 00100 Helsinki
Restaurant: Sole, address: Näyttelijäntie 14 C, 00400 Helsinki
Restaurant: Soppakanuuna Terho Oy, address: Kauppatori, 00130 Helsinki
Restaurant: Soppakeittiö Hietalahti, address: Lönnrotinkatu 34, 00180 Helsinki
Restaurant: Soppakeittiö Tapaste, address: Hakaniemen torikatu 4, 00500 Helsinki
Restaurant: Soppakeittiö Urho Kekkosen katu, address: Urho Kekkosen katu 4-6, 00100 Helsinki
Restaurant: SorviS, address: Sorvaajankatu 15, 00880 Helsinki
Restaurant: South Beauty, address: Sörnäisten rantatie 8, 00531 Helsinki
Restaurant: South China, address: Ratapihantie 11, 00520 Helsinki
Restaurant: Southern Fried Chicken, address: Mannerheimintie 18, 00100 Helsinki
Restaurant: Southern Fried Chicken, Forum (pohjakerros), address: Mannerheimintie 14-20, pohjakerros, 00100 Helsinki
Restaurant: Southland, address: Meri-Rastilan tie 3, 00980 Helsinki
Restaurant: Spaghetteria, address: Kauppakeskus Kaari, Kantelettarentie 1, 00420 Helsinki
Restaurant: Spis, address: Kasarmikatu 26, 00130 Helsinki
Restaurant: Sport Hampuris, address: Varikkotie 4, 00900 Helsinki
Restaurant: Sportbar Töölö, address: Mannerheimintie 98, 00250 Helsinki
Restaurant: Sports Academy Helsinki, address: Kaivokatu 8, 00100 Helsinki
Restaurant: Srinakhon Ravintola, address: Vuorimiehenkatu 12, 00140 Helsinki
Restaurant: St. Urho's Pub, address: Museokatu 10, 00100 Helsinki
Restaurant: St1 Herttoniemi, address: Sahaajankatu 50, 00880 Helsinki
Restaurant: Stadin Chili Kebab, address: Iso Roobertinkatu 19, 00120 Helsinki
Restaurant: Stadin Chili Kebab (Hansasilta), address: Hansakuja, 00900 Helsinki
Restaurant: Stadin Chili Kebab, Hakaniemi, address: Kolmas linja 6, 00530 Helsinki
Restaurant: Stadin Kebab Rautatienkatu, address: Eteläinen Rautatienkatu 8 (Tennispalatsi), 00100 Helsinki
Restaurant: Stadin Kebab, Iso Roobertinkatu, address: Iso Roobertinkatu 15, 00120 Helsinki
Restaurant: Stadin Pizzeria Ooppera, address: Mannerheimintie 64, 00260 Helsinki
Restaurant: Stadin Ravintola, address: Mannerheimintie 47, 00250 Helsinki
Restaurant: Stadin Tähti, address: Mäkelänkatu 2, 00500 Helsinki
Restaurant: Starbucks, address: Keskuskatu 1, 00100 Helsinki
Restaurant: Steak City, address: Haapaniemenkatu 14a, 00530 Helsinki
Restaurant: Stefan's Steakhouse, Helsinki, address: Korkeavuorenkatu 34, 00130 Helsinki
Restaurant: Stockmann Buffet Itis, address: Itäkatu 1-5 C, 00930 Helsinki
Restaurant: Stockmann Deli, address: Itäkeskus kauppakeskus 1.krs, 00930 Helsinki
