Restaurant: 1-Jaskan Grilli, address: Dagmarinkatu -, 00100 Helsinki
Restaurant: Ravintola Talin kartano, address: Talin Puistotie, 00350 Helsinki
Restaurant: Ravintola Taz, address: Aleksis Kiven katu 40, 00510 Helsinki
Restaurant: Ravintola Teatteri, address: Pohjoisesplanadi 2, 00130 Helsinki
Restaurant: Ravintola Telli, address: Porkkalankatu 1, 00180 Helsinki
Restaurant: Ravintola Tenkka, address: Helsinginkatu 15, 00500 Helsinki
Restaurant: Ravintola Thai Hut, address: Vilhonvuorenkatu 5, 00500 Helsinki
Restaurant: Ravintola Thai-China, address: Melkonkatu 28, 00210 Helsinki
Restaurant: Ravintola Thalassa, address: Neitojenranta 2, 00810 Helsinki
Restaurant: Ravintola Tiilenpää, address: Aurinkotuulenkatu 10 A 24, HELSINKI
Restaurant: Ravintola Tikka Palace, address: Kontulankaari 1 a 3, 00940 Helsinki
Restaurant: Ravintola Tilkanranta, address: Tilkankatu 6, 00300 Helsinki
Restaurant: Ravintola Tokyo55, address: Runeberginkatu 55, 00260 Helsinki
Restaurant: Ravintola Tori, address: Punavuorenkatu 2, 00120 Helsinki
Restaurant: Ravintola Torisali, address: Castreninkatu 3, Helsinki
Restaurant: Ravintola Torni, address: Kalevankatu 5, HELSINKI
Restaurant: Ravintola Toveri, address: Castréninkatu 3, HELSINKI
Restaurant: Ravintola Tähti, address: Niemenmäentie 2 M 5, 00350 Helsinki
Restaurant: Ravintola Täysikuu, address: Huovitie 3, 00400 Helsinki
Restaurant: Ravintola Töölö, address: Mannerheimintie 98, Helsinki
Restaurant: Ravintola Töölönranta, address: Helsinginkatu 56, HELSINKI
Restaurant: Ravintola U Kaleva, address: Kalevankatu 3, HELSINKI
Restaurant: Ravintola Ugly Duckling, address: Tulisuontie 1, HELSINKI
Restaurant: Ravintola Ukko Munkki, address: Laajalahdentie 19, 00330 Helsinki
Restaurant: Ravintola Ukko-Munkki, address: Laajalahdentie 19 , Munkkiniemi, HELSINKI
Restaurant: Ravintola Unelma, address: Vanhaistentie 3, HELSINKI
Restaurant: Ravintola Uunisaari, address: Uunisaari, 00000 Helsinki
Restaurant: Ravintola Vaahtera, address: Kyttäläntie 3, 00390 Helsinki
Restaurant: Ravintola Valkka / Teollisuuskatu 21, address: Töysänkatu 1, 00510 Helsinki
Restaurant: Ravintola Vanha Mylly, address: Linnanrakentajantie 12, 00810 Helsinki
Restaurant: Ravintola Variantti, address: Valimotie 8, 00380 Helsinki
Restaurant: Ravintola Vaunu, address: Ratapihantie 9, 00520 Helsinki
Restaurant: Ravintola Vega, address: Kylänvanhimmantie 29, HELSINKI
Restaurant: Ravintola Vesala, address: Rekipellontie 11, HELSINKI
Restaurant: Ravintola Vihtori, address: Itätuulenkuja 8, Espoo
Restaurant: Ravintola Viikin Kartano, address: Viikinkaari 8, 00790 Helsinki
Restaurant: Ravintola Viisi Penniä, address: Mannerheimintie 55, HELSINKI
Restaurant: Ravintola Villi Wäinö, address: Kalevankatu 4, HELSINKI
Restaurant: Ravintola Viola, address: Ruoholahdenranta 3, HELSINKI
Restaurant: Ravintola VPK, address: Albertinkatu 29, HELSINKI
Restaurant: Ravintola Vuosaaren Pizzapalvelu, address: Vuotie 3, 00980 Helsinki
Restaurant: Ravintola Väentupa, address: Olavinkatu 1, 00100 Helsinki
Restaurant: Ravintola Walhalla, address: Suomenlinna A 10, HELSINKI
Restaurant: Ravintola Wanha Herra, address: Itälahdenkatu 7, 00210 Helsinki
Restaurant: Ravintola Wanha Munkki, address: Hollantilaisentie 32, 00330 Helsinki
Restaurant: Ravintola Wanha Mylly, address: Linnanrakentajantie 12, HELSINKI
Restaurant: Ravintola Wanha Rouva, address: Ostostie 4, HELSINKI
Restaurant: Ravintola Weeruska, address: Porvoonkatu 19, HELSINKI
Restaurant: Ravintola Wellamo, address: Laivastokatu 18, HELSINKI
Restaurant: Ravintola Wenla, address: Keinulaudankuja 4, 00940 Helsinki
Restaurant: Ravintola White Lady, address: Mannerheimintie 93, 00270 Helsinki
Restaurant: Ravintola Willihanhi, address: Puustellinpolku 8, 00410 Helsinki
Restaurant: Ravintola Windsor, address: Maistraatinportti 4, 00240 Helsinki
Restaurant: Ravintola Wossikka, address: Sulkapolku 3, HELSINKI
Restaurant: Ravintola Zorbas, address: Läntinen Brahenkatu 4 A, HELSINKI
Restaurant: Ravintola-Pizzeria Pompei, address: Snellmaninkatu 16, HELSINKI
Restaurant: Ravintolalaiva Flying Dutch, address: Siltasaarenkatu 2, HELSINKI
Restaurant: Ravintolalaiva Maria, address: Hakaniemenranta, HELSINKI
Restaurant: Ravintolalaiva Wäiski, address: Hakaniemenranta 11, 00530 Helsinki
Restaurant: Reactori Osk, address: Wallininkuja 4 A 9, Helsinki
Restaurant: Red Lion, address: Piianpolku 1, 00410 Helsinki
Restaurant: Red Onion, address: Myyrmanni, Vantaa
Restaurant: Reino Nordin, address: Jääkärinkatu 3 C 23, Helsinki
Restaurant: Reissumies, address: Koulutanhua 6, 00840 Helsinki
Restaurant: Reissumies Pub, address: Koulutanhua 6, HELSINKI
Restaurant: Relaxin, address: Helsinginkatu 13, Helsinki
Restaurant: Relaxin Bar & Cafe, address: Helsinginkatu 13, HELSINKI
Restaurant: Restaurang Prakticum, address: Jan-Magnus Janssonin Aukio 5, 00550 Helsinki
Restaurant: Restaurant & Bar Valantina, address: Turunlinnantie 6, 00930 Helsinki
Restaurant: Restaurant & Cafe Simonkatu, address: Simonkatu 9, HELSINKI
Restaurant: Restaurant Ask, address: Vironkatu 8, 00170 Helsinki
Restaurant: Restaurant Boathouse HSS, address: Liuskasaari, 00140 Helsinki
Restaurant: Restaurant Jufu Herttoniemi, address: Laivalahdenkatu 8, 00880 Helsinki
Restaurant: Restaurant Lime Tree, address: Sandelsinkatu 2, 00260 Helsinki
Restaurant: Restaurant Maithai, address: Annankatu 31-33, 00100 Helsinki
Restaurant: Restaurant Pörssi, address: Fabianinkatu 14, 00100 Helsinki
Restaurant: Restel Ravintolat Oy / Helsingin Jäähalli, address: Nordenskiöldinkatu 11-13, HELSINKI
Restaurant: Restless, address: Kirkkosalmentie 4 B 13, Helsinki
Restaurant: Restroom, address: Tehtaankatu 23 A, Helsinki
Restaurant: Retrou Art, address: Kauniskuja 6 E, Vantaa
Restaurant: Retulainen Anna Maaria, address: Torkkelinkatu 19 B 33, Helsinki
Restaurant: Revontuli, address: Kajaaninlinnantie 4, 00900 Helsinki
Restaurant: Rice Garden, address: Siltasaarenkatu 12, 00530 Helsinki
Restaurant: Richard Lax, address: Vironkatu 8 C, Helsinki
Restaurant: Ricoplaza Take Away, address: Asematunneli, Kompassitaso, 00100 Helsinki
Restaurant: Ristorante & Vinoteca Como Helsinki, address: Simonkatu 8, Forum 2krs, 00100 Helsinki
Restaurant: Ristorante Centro, address: Tulisuontie 1, 00820 Helsinki
Restaurant: Ristorante Dei Piselli, address: Hernesaarenkatu 17, 00150 Helsinki
Restaurant: Ristorante Della Atena Kannelmäki, address: Klaneettitie 12 A 10, 00420 Helsinki
Restaurant: Ristorante Il Siciliano, address: Aleksanterinkatu 36, 00100 Helsinki
Restaurant: Ristorante Italo, address: Mannerheimintie 20, 00100 Helsinki
Restaurant: Ristorante Momento, address: Kauppakeskus Itis, 00930 Helsinki
Restaurant: Ristorante Monte Etna, address: Hämeentie 31, 00500 Helsinki
Restaurant: Ristorante Pizzeria Villetta, address: Ruusulankatu 8, 00260 Helsinki
Restaurant: Ristorante Supremo, address: Mannerheimintie 63, 00250 Helsinki
Restaurant: Ristorante Zio Pepe, address: Lapinlahdenkatu 25, 00100 Helsinki
Restaurant: Rivoli, address: Albertinkatu 38, 00180 Helsinki
Restaurant: Rixi-Baari, address: Isokaari 24, Helsinki
Restaurant: RL Entertainment Avoin, address: Martinkyläntie 67, Vantaa
Restaurant: Roban Pizza, address: Iso Roobertinkatu 19, 00120 Helsinki
Restaurant: Robbins Nina Annukka, address: Dosentintie 2, Helsinki
Restaurant: Robert's Coffee Arabia, address: Hämeentie 109-111, 00550 Helsinki
Restaurant: Robert's Coffee Aurinkolahti, address: Aurinkoranta, 00990 Helsinki
Restaurant: Robert's Coffee City-Käytävä, address: Aleksanterinkatu 21, 00100 Helsinki
Restaurant: Robert's Coffee Espressobar, address: Aleksanterinkatu 52, 00100 Helsinki
Restaurant: Robert's Coffee Forum Lasikulma, address: Mannerheimintie 20 B, 00100 Helsinki
Restaurant: Robert's Coffee Itis Bulevardi, address: Itäkatu 1, HELSINKI
Restaurant: Robert's Coffee Itis Pasaasi, address: Itäkatu 7, HELSINKI
Restaurant: Robert's Coffee Kaisaniemi, address: Kaisaniemenkatu 3, 00100 Helsinki
Restaurant: Robert's Coffee Kamppi, address: Kampinkuja 2 (sähkötalo), HELSINKI
Restaurant: Robert's Coffee Katajannokka, address: Kanavaranta 4, HELSINKI
Restaurant: Robert's Coffee Kluuvi, address: Kluuvikatu 7, 00100 Helsinki
Restaurant: Robert's Coffee Makasiiniterminaali, address: Makasiiniterminaali Eteläsatama, HELSINKI
Restaurant: Robert's Coffee Marina, address: Kanavaranta, 00160 Helsinki
Restaurant: Robert's Coffee Netcup, address: Aleksanterinkatu 52, 00100 Helsinki
Restaurant: Robert's Coffee Olympiaterminaali, address: Olympiaranta 1, 00140 Helsinki
Restaurant: Robert's Coffee Pasila, address: Ratapihantie 6, HELSINKI
Restaurant: Robert's Coffee Pasilan asema, address: Ratapihantie 6, 00520 Helsinki
Restaurant: Robert's Coffee Rautatieasema, address: Rautatieasema _, 00100 Helsinki
Restaurant: Robert's Coffee Töölöntori, address: Töölöntori, 00260 Helsinki
Restaurant: Robert's Coffee Wanha Kauppahalli, address: Eteläranta _, 00130 Helsinki
Restaurant: Robert's Coffee, Espressobar Stockmann, address: Aleksanterinkatu 52, HELSINKI
Restaurant: Roberts Coffee espresso bar, address: Aleksanterinkatu 52, Helsinki
Restaurant: Rock & Science Productions, address: Kulosaarentie 19 A, Helsinki
Restaurant: Rock Bar The Stage Helsinki, address: Iso Roobertinkatu 13, HELSINKI
Restaurant: Roda Express, address: Ajomiehentie 1, 00390 Helsinki
Restaurant: Rodolfo, address: Kirkkokatu 5, 00170 Helsinki
Restaurant: Rodos Itäkeskus, address: Itäkeskus kauppakeskus 2.krs, 00930 Helsinki
Restaurant: Rolls Express Itäväylä, address: Linnavuorentie 30, 00950 Helsinki
Restaurant: Rolls Express Munkkivuori, address: Huopalahdentie 22, 00350 Helsinki
Restaurant: Romano, address: Läntinen Brahenkatu 4 A, 00510 Helsinki
Restaurant: Rose Way, address: Ruusutarhantie 5, 00300 Helsinki
Restaurant: Roska, address: Eerikinkatu 11, Helsinki
Restaurant: Roskapankki, address: Helsinginkatu 20, Helsinki
Restaurant: Roslund, Hietalahden kauppahalli, address: Hietalahden kauppahalli, 00180 Helsinki
Restaurant: Rosso Citykäytävä, address: Keskuskatu 6, 00100 Helsinki
Restaurant: Rosso Express (Itäkeskus), address: Vanhanlinnantie 1, 00900 Helsinki
Restaurant: Rosso Ympyrätalo, address: Siltasaarenkatu 18-20, 00530 Helsinki
Restaurant: Royal at Crowne Plaza, address: Mannerheimintie 50, 00260 Helsinki
Restaurant: Royal Palace, address: Turunlinnantie 4-6, 00930 Helsinki
Restaurant: Royal Pokhara, address: Aurinkoranta 8, 00900 Helsinki
Restaurant: Ruiskumestari, address: Roihuvuorentie 10, 00820 Helsinki
Restaurant: Rulla, address: Yrjönkatu 30, 00100 Helsinki
Restaurant: Rumba-Akatemia, address: Hämeentie 130 E 8, Helsinki
Restaurant: Runebergin Pizza Kebab, address: Runeberginkatu 50, 00260 Helsinki
Restaurant: Ruoka-aika, address: Kirkonkyläntie 7, 00780 Helsinki
Restaurant: Ryan Thai Vuorikatu, address: Vuorikatu 18 (2.kerros), 00100 Helsinki
Restaurant: Rymy-Eetu, address: Erottajankatu 15-17, 00100 Helsinki
Restaurant: Rytmi, address: Toinen linja 2, Helsinki
Restaurant: Ryöppy Anna Catarina Helena, address: Kymintie 38, Helsinki
Restaurant: Saga Management, address: Sepontie 3 A 4, Espoo
Restaurant: Sagun Nepal, address: Kontulankaari 1, 00940 Helsinki
Restaurant: Sailor's, address: Laivalahdenkaari 29, 00810 Helsinki
Restaurant: Saimojee, address: Rusthollarinkuja 1 F 51, Helsinki
Restaurant: Saitajoki Juha Kullervo, address: Paanutie 10 I 66, Helsinki
Restaurant: Sakura Ruoka, address: Hämeentie 64, 00500 Helsinki
Restaurant: Sakura Sushi, address: Albertinkatu 12, 00150 Helsinki
Restaurant: Salaattibaari Freesi, address: Fenniapasaasi, 00100 Helsinki
Restaurant: Salonen Heli Tuuli Maarit, address: Kyläkunnantie 20, Helsinki
Restaurant: Salt & Pepper, address: Fredrikinkatu 30, 00120 Helsinki
Restaurant: Salud Bar, address: Konalantie 2, HELSINKI
Restaurant: Salutorget, address: Pohjoisesplanadi 15, 00170 Helsinki
Restaurant: Salve, address: Hietalahdenranta 11, 00180 Helsinki
Restaurant: Sami Hernesaho, address: Johan Sederholmin Tie 2E 48, Helsinki
Restaurant: Samrat, address: Eteläesplanadi 22, 00130 Helsinki
Restaurant: Sanamanteri, address: Saarihuhdantie 3 C, Helsinki
Restaurant: Sandcastle, address: Leiviskätie 3 A 12, Helsinki
Restaurant: Sandlådan, address: Rikhardinkatu 4, 00130 Helsinki
Restaurant: Sandro, address: Kolmas linja 17, 00530 Helsinki
Restaurant: Sankaritarina, address: Pensastie 2, Helsinki
Restaurant: Sanna Engström Tmi, address: Hakaniemen torikatu, 00530 Helsinki
Restaurant: Santala Timo Hermanni, address: Untamontie 8C 26, Helsinki
Restaurant: Sarjakuvakeskus, address: Hämeentie 150, 00560 Helsinki
Restaurant: Sasso, address: Pohjoisesplanadi 17, 00170 Helsinki
Restaurant: Satavarma, address: Vaasankatu 5, Helsinki
Restaurant: Satkar, address: Fredrikinkatu 46, 00100 Helsinki
Restaurant: Satkar Aalto, address: Alvar Aallon katu 3A, 00100 Helsinki
Restaurant: Sauna Vogue, address: Sturenkatu 27 A 5.krs, HELSINKI
Restaurant: Savalan Pizza, address: Roihuvuorentie 28, 00820 Helsinki
Restaurant: Savor Vallila, address: Elimäenkatu 25-27, 00510 Helsinki
Restaurant: Savoy, address: Eteläesplanadi 14, 00130 Helsinki
Restaurant: Scanburger, address: Urho Kekkosen katu 1, HELSINKI
Restaurant: ScanBurger Kamppi, address: Urho Kekkosenkatu 1, 00100 Helsinki
Restaurant: Scandic Grand Marina, address: Katajanokanlaituri 7, HELSINKI
Restaurant: Scandic Simonkenttä, address: Simonkatu 9, HELSINKI
Restaurant: Schenker Taverna, address: Metsäläntie 2, 00620 Helsinki
Restaurant: Scumart Productions, address: Untamontie 3 B 12, Helsinki
Restaurant: Sea Horse, address: Kapteeninkatu 11, 00140 Helsinki
Restaurant: Seaside Garden, address: Sepänkatu 19, 00150 Helsinki
Restaurant: Seitsemän veljestä, address: Aleksis Kiven katu 80, 00520 Helsinki
Restaurant: Sekhon, address: Keinulaudankuja 4, Helsinki
Restaurant: Sello, address: Leppävaarankatu 3-9, Espoo
Restaurant: Sellon Apteekki, address: Leppävaarankatu 3-9, Espoo
Restaurant: Sen Chay, address: siltasaarenkatu 3-5, 00530 Helsinki
Restaurant: Service Restaurants Oy Oulu, address: Kuparitie 1, Helsinki
Restaurant: Sevilla Pasila, address: Maistraatinportti 3, 00240 Helsinki
Restaurant: Sevilla Presidentti, address: Eteläinen Rautatiekatu 4, 00100 Helsinki
Restaurant: Shaker, address: Fredrikinkatu 65, Helsinki
Restaurant: Shampers, address: Mannerheimintie 14 A, Helsinki
Restaurant: Shamrock, address: Peltolantie 2, Vantaa
Restaurant: Shanghai Cowboy, address: Erottajankatu 15-17, Helsinki
Restaurant: Shanghai Kitchen, address: Lapinrinne 2, 00180 Helsinki
Restaurant: Shine, address: Tilkankatu 1, 00300 Helsinki
Restaurant: Shishkebab, address: Keinulaudankuja 4, 00940 Helsinki
Restaurant: Shot Bar, address: Yliopistonkatu 8, HELSINKI
Restaurant: Shot Bar Helsinki, address: Yliopistonkatu 8, Helsinki
Restaurant: Shout Pop, address: Lansankallionkuja 2 D 31, Espoo
Restaurant: Sienna D, address: Kuusmiehenpolku 6 B, Helsinki
Restaurant: Signora Delizia, address: Satamakatu 5, 00160 Helsinki
Restaurant: Siilinpesä, address: Siilitie 1, 00800 Helsinki
Restaurant: Siima Baari, address: Vaasankatu 25 A, HELSINKI
Restaurant: Sikarihuone, address: Lönnrotinkatu 19 A, HELSINKI
Restaurant: Siltanen, address: Hämeentie 13 B, Helsinki
Restaurant: Silver Bar Mankkaa/Mankkaan Kulta, address: Sinikalliontie 1, Espoo
Restaurant: Silver Star Cafe Hartwall Areena, address: Areenakuja 1, 00240 Helsinki
Restaurant: Silver Zombie, address: Lampputie 12, Helsinki
Restaurant: SilverDollar Oy, address: Hämeentie 23, HELSINKI
Restaurant: Silvoplee, address: Toinen linja 7, 00530 Helsinki
Restaurant: Singapore Hot Wok, address: Kampin kauppakeskus, Urho Kekkosen katu 1, 00100 Helsinki
Restaurant: Sininen Baari, address: Arkadiankatu 21, 00100 Helsinki
Restaurant: Sinipunakynä, address: Leikosaarentie 28 A 30, Helsinki
Restaurant: Sinisen huvilan kahvila, address: Linnunlauluntie 11, 00530 Helsinki
Restaurant: Sipuli, address: Kanavaranta 7 A, Helsinki
Restaurant: Sir Eino, address: Eteläesplanadi 18, 00130 Helsinki
Restaurant: Sir Eino Olutravintola, address: Eteläesplanadi 18, HELSINKI
Restaurant: Sir Olavi, address: Korppaanmäentie 11 A, Helsinki
Restaurant: Sir Olavi Pikku Huopalahti, address: Korppaanmäentie 11, 00300 Helsinki
Restaurant: Sir Oliver, address: Haapaniemenkatu 14A 2, Helsinki
Restaurant: Sirdie, address: Kolmas Linja 21, Helsinki
Restaurant: Sis. Deli Kalevankatu, address: Kalevankatu 4, 00100 Helsinki
Restaurant: Sis. Deli Ullanlinna, address: Korkeavuorenkatu 6, 00150 Helsinki
Restaurant: Sisu Sport Bar Flamingo, address: Tasetie 8, Vantaa
Restaurant: Siusluoto Mirkka Pauliina, address: Korkeavuorenkatu 7 C 54, Helsinki
Restaurant: Sivukaide, address: Kauppakeskus Itis, Helsinki
Restaurant: Sivukirjasto, address: Fleminginkatu 5, 00530 Helsinki
Restaurant: Sivuraide Kurvi, address: Hämeentie 54, 00500 Helsinki
Restaurant: Skiffer Erottaja, address: Erottajankatu 11, 00130 Helsinki
Restaurant: Skiffer Liuskaluoto, address: Liuskaluoto, 00140 Helsinki
Restaurant: Skin Bar Ihonhoitopiste, address: Mannerheimintie 105, Helsinki
Restaurant: Skumppa, address: Simonkatu 8, Helsinki
Restaurant: Sky Express, address: Annankatu 31, 00100 Helsinki
Restaurant: Sky Rider Make Up Bar, address: Simonkatu 1-3, Helsinki
Restaurant: Sling In, address: Mikonkatu 8, Helsinki
Restaurant: Sling In bar + cafe, address: Mikonkatu 8, 00100 Helsinki
Restaurant: Smoothie & Coffee House, address: Pasilan asema, 00520 Helsinki
Restaurant: Snacky Pihlajisto, address: Pihlajistontie 2, 00710 Helsinki
Restaurant: Snacky Pukinmäki, address: Malminkaari 2a, 00720 Helsinki
Restaurant: SnadiStadi, address: Itämerenkatu 21, 00180 Helsinki
Restaurant: Snice Coffee Shop, address: Bulevardi 15, 00120 Helsinki
Restaurant: So Soulful Helsinki, address: Mannerheimintie 36 B 17, Helsinki
Restaurant: Social Food, address: Käpyläntie 6 b, 00610 Helsinki
Restaurant: Sodexo Arabianrannan portaali, Hestia, address: Arabianranta 6, 00560 Helsinki
Restaurant: Sodexo Atomitie 5, address: Atomitie 5, 00370 Helsinki
Restaurant: Sodexo Cafe Kansallismuseo, address: Mannerheimintie 34, 00100 Helsinki
Restaurant: Sodexo Carl August, address: Lautatarhankatu 6, 00580 Helsinki
Restaurant: Sodexo Eiran aikuislukio, address: Laivurinkatu 3, 00150 Helsinki
Restaurant: Sodexo Elisa Makumaisema, address: Kutomotie 18 B, 00380 Helsinki
Restaurant: Sodexo Erätauko, address: Radiokatu 20, 00240 Helsinki
Restaurant: Sodexo Heikkiläntie 7, address: Heikkiläntie 7, 00210 Helsinki
Restaurant: Sodexo Hermanni, address: Työpajankatu 7, 00580 Helsinki
Restaurant: Sodexo Hopeatie 2, address: Hopeatie 2, 00440 Helsinki
Restaurant: Sodexo Itämerenkatu 11-13, address: Itämerenkatu 11-13, 00180 Helsinki
Restaurant: Sodexo Itämerentalo, address: Tammasaarenlaituri 3, 00180 Helsinki
Restaurant: Sodexo Kumpulantie 5, address: Kumpulantie 5, 00520 Helsinki
Restaurant: Sodexo La Mer, address: John Stenbergin ranta 6, 00530 Helsinki
Restaurant: Sodexo Olympiastadion - Olympia Bistro, address: Olympiastadion, 00250 Helsinki
Restaurant: Sodexo Porkkalankatu 20, address: Porkkalankatu 20A, 00180 Helsinki
Restaurant: Sodexo Technopolis Ruoholahti, address: Hiilikatu 3, 00180 Helsinki
Restaurant: Soi Soi, address: Vaasankatu 9, 00500 Helsinki
Restaurant: Soittoruokala Roskapankki, address: Helsinginkatu 20, HELSINKI
Restaurant: Sokerileipuri Suominen - Kahvila ja Kakkupuoti, address: Helenankatu 2, 00170 Helsinki
Restaurant: Sokos Café, address: Mannerheimintie 9, 00100 Helsinki
Restaurant: Sole, address: Näyttelijäntie 14 C, 00400 Helsinki
Restaurant: Soma, address: Vanttitie 3A 6, Helsinki
Restaurant: Sommu Media, address: Koroistentie 11A 31, Helsinki
Restaurant: Soppakanuuna Terho Oy, address: Kauppatori, 00130 Helsinki
Restaurant: Soppakeittiö Hietalahti, address: Lönnrotinkatu 34, 00180 Helsinki
Restaurant: Soppakeittiö Tapaste, address: Hakaniemen torikatu 4, 00500 Helsinki
Restaurant: Soppakeittiö Urho Kekkosen katu, address: Urho Kekkosen katu 4-6, 00100 Helsinki
Restaurant: Sorbet, address: Halsuantie 2, Helsinki
Restaurant: SorviS, address: Sorvaajankatu 15, 00880 Helsinki
Restaurant: Sotungin Sävel Sinulle Oy Ab, address: Teerimäentie 4 B, Vantaa
Restaurant: Soul B, address: Fabianinkatu 37 B, Helsinki
Restaurant: Soul Kitchen, address: Fleminginkatu 26, Helsinki
Restaurant: South Beauty, address: Sörnäisten rantatie 8, 00531 Helsinki
Restaurant: South China, address: Ratapihantie 11, 00520 Helsinki
Restaurant: Southern Fried Chicken, address: Mannerheimintie 18, 00100 Helsinki
Restaurant: Southern Fried Chicken, Forum (pohjakerros), address: Mannerheimintie 14-20, pohjakerros, 00100 Helsinki
Restaurant: Southland, address: Meri-Rastilan tie 3, 00980 Helsinki
Restaurant: Spa Capsule Finland, address: Ruonasalmentie 8 A, Helsinki
Restaurant: Space Zoo, address: Selkämerenkatu 18 A 2, Helsinki
Restaurant: Spaghetteria, address: Kauppakeskus Kaari, Kantelettarentie 1, 00420 Helsinki
Restaurant: Spis, address: Kasarmikatu 26, 00130 Helsinki
Restaurant: Sport Hampuris, address: Varikkotie 4, 00900 Helsinki
Restaurant: Sportbar Töölö, address: Mannerheimintie 98, 00250 Helsinki
Restaurant: Sportpub Chelsea, address: Töölönlahdenkatu 1, HELSINKI
Restaurant: Sports Academy, address: Kaivokatu 8, HELSINKI
Restaurant: Sports Academy Helsinki, address: Kaivokatu 8, 00100 Helsinki
Restaurant: Sporttibaari Mode, address: Viipurinkatu 18, HELSINKI
Restaurant: Spårakoff, address: Hietaniemenkatu 14, HELSINKI
Restaurant: Srinakhon Ravintola, address: Vuorimiehenkatu 12, 00140 Helsinki
Restaurant: St. Urho's, address: Museokatu 10, Helsinki
Restaurant: St. Urho's Pub, address: Museokatu 10, 00100 Helsinki
Restaurant: St1 Herttoniemi, address: Sahaajankatu 50, 00880 Helsinki
Restaurant: Stadin Chili Kebab, address: Iso Roobertinkatu 19, 00120 Helsinki
Restaurant: Stadin Chili Kebab (Hansasilta), address: Hansakuja, 00900 Helsinki
Restaurant: Stadin Chili Kebab, Hakaniemi, address: Kolmas linja 6, 00530 Helsinki
Restaurant: Stadin Kebab Rautatienkatu, address: Eteläinen Rautatienkatu 8 (Tennispalatsi), 00100 Helsinki
Restaurant: Stadin Kebab, Iso Roobertinkatu, address: Iso Roobertinkatu 15, 00120 Helsinki
Restaurant: Stadin Pizzeria Ooppera, address: Mannerheimintie 64, 00260 Helsinki
Restaurant: Stadin Ravintola, address: Mannerheimintie 47, 00250 Helsinki
Restaurant: Stadin Tähti, address: Mäkelänkatu 2, 00500 Helsinki
Restaurant: Stage, address: Iso Roobertinkatu 13, Helsinki
Restaurant: Star Cafe, address: Liisankatu 14, HELSINKI
Restaurant: Starbucks, address: Keskuskatu 1, 00100 Helsinki
Restaurant: Steak City, address: Haapaniemenkatu 14a, 00530 Helsinki
Restaurant: Stefan's Steakhouse, Helsinki, address: Korkeavuorenkatu 34, 00130 Helsinki
Restaurant: Stockmann Buffet Itis, address: Itäkatu 1-5 C, 00930 Helsinki
Restaurant: Stockmann Deli, address: Itäkeskus kauppakeskus 1.krs, 00930 Helsinki
Restaurant: Stockmann Deli (Mannerheimintie), address: Aleksanterinkatu 52, 00100 Helsinki
Restaurant: Stockmann First Lounge, address: Stockmann, 7. krs, Helsinki
Restaurant: Stone's beer & burgers, address: Keskuskatu 4, 00100 Helsinki
Restaurant: Storyville, address: Museokatu 8, 00100 Helsinki
Restaurant: Storyville Jazz Club, address: Museokatu 8, HELSINKI
Restaurant: Street Gastro, address: Vaasakatu 13, 00500 Helsinki
Restaurant: Strindberg, address: Pohjoisesplanadi 33, HELSINKI
Restaurant: Studio Aaria, address: Raatimiehenkatu 3A 4, Helsinki
Restaurant: Studio Kröger, address: Väinämöisenkatu 31B 41, Helsinki
Restaurant: Studio Sinkkonen Tmi, address: Metsäpuronkuja 13 B 18, Helsinki
Restaurant: Sture Jazz Bar, address: Sturenkatu 29, HELSINKI
Restaurant: Sturen Pizzeria, address: Sturenkatu 35, 00550 Helsinki
Restaurant: Stylisti Riikka Pennanen, address: Arkadiankatu 18 A 30, Helsinki
Restaurant: Subway Columbus, address: Vuotie 45, 00980 Helsinki
Restaurant: Subway Hakaniemi, address: Siltasaarenkatu 2, 00530 Helsinki
Restaurant: Subway Herttoniemi, address: Linnanrakentajantie 4, 00810 Helsinki
Restaurant: Subway Jätkäsaari, address: Tyynenmerenkatu 11, 00220 Helsinki
Restaurant: Subway Kluuvi, address: Aleksanterinkatu 9, 00100 Helsinki
Restaurant: Subway Konala, address: Ajomiehentie 1, 00390 Helsinki
Restaurant: Subway Lönnrotinkatu, address: Lönnrotinkatu 35, 00180 Helsinki
Restaurant: Subway Mannerheimintie, address: Mannerheimintie 56 A, 00260 Helsinki
Restaurant: Subway Mäkelänkatu, address: Mäkelänkatu 31, 00550 Helsinki
Restaurant: Subway Porthaninkatu, address: Porthaninkatu 7, 00530 Helsinki
Restaurant: Subway Ruoholahti, address: Itämerenkatu 21, 00180 Helsinki
Restaurant: Subway Sähkötalo, address: Kampinkuja 2, 00100 Helsinki
Restaurant: Sufra Cafe & Bar, address: Lapinrinne 2, Helsinki
Restaurant: Summer Heat, address: Mannerheimintie 3, Helsinki
Restaurant: Sumo, address: Eerikinkatu 20, 00100 Helsinki
Restaurant: Sump House, address: Kivikonkaari 12, HELSINKI
Restaurant: Sundmans Krog, address: Eteläranta 16, 00130 Helsinki
Restaurant: Suomen Allaslaite, address: Malmin Raitti 28, Helsinki
Restaurant: Suomen bhangrayhdistys, address: Mehiläistie 16B 14, Helsinki
Restaurant: Suomen Biljardimyynti, address: Korppaanmäentie 27, Helsinki
Restaurant: Suomen Lasten ja Nuorten Säätiö - Barn och Ungdomsstiftelsen i, address: Yrjönkatu 29A 3, Helsinki
